cuisine,atmosphere,occasion,price,style
American,Wheelchair Access,Open on Sundays,below $15,none
Italian,Fabulous Wine Lists,Delivery Available,$30-$50,Traditional
French,Relaxed Senior Scene,Weekend Dining,$30-$50,none
American,Quirky,Private Parties,$15-$30,Hamburgers
American,Fair Decor,Weekend Brunch,below $15,Carry in Wine and Beer
French,Parking/Valet,Open for Breakfast,$15-$30,Bakeries
American,Pub Feel,See the Game,$15-$30,Cab
Indian,Hip Place To Be,Prix Fixe Menus,$15-$30,none
American,Good Food,Dancing,$15-$30,Hamburgers
Italian,Excellent Service,Private Parties,$30-$50,Power Brokers
Mexican,Place for Singles,Delivery Available,$15-$30,Southwestern
American,Romantic,Late Night Menu,$15-$30,Hamburgers
American,Business Scene,Takeout Available,$30-$50,High Tea
American,Extraordinary Food,Dancing,$30-$50,none
Italian,Hip Place To Be,Weekend Dining,$15-$30,Pizza
Italian,Business Scene,Parties and Occasions,$15-$30,Power Brokers
Mexican,Parking/Valet,Weekend Lunch,$15-$30,Traditional
American,Pub Feel,Private Parties,$15-$30,Southern
Italian,Excellent Decor,Takeout Available,$30-$50,Traditional
American,Good Decor,Long Drive,$15-$30,Steakhouses
American,Very Busy - Reservations a Must,Weekend Brunch,$30-$50,Power Brokers
Italian,Good Decor,Dining Outdoors,$15-$30,Pastries
American,Excellent Service,Dining After the Theater,$30-$50,none
American,Extraordinary Food,Private Parties,$30-$50,Traditional
Mexican,Wheelchair Access,Prix Fixe Menus,below $15,none
American,An Out Of The Way Find,Weekend Lunch,$15-$30,none
American,Quirky,Happy Hour,$15-$30,none
American,Singles Scene,Private Parties,$15-$30,Steakhouses
American,Need To Dress,Pre-theater Dining,$30-$50,none
American,Good for Younger Kids,Pre-theater Dining,$15-$30,none
French,Excellent Service,Takeout Available,$30-$50,Steakhouses
Italian,Good Decor,Takeout Available,$15-$30,Pizza
American,Parking/Valet,Delivery Available,$15-$30,Steakhouses
Italian,Place for Singles,Pre-theater Dining,$15-$30,none
American,An Out Of The Way Find,Catering for Special Events,$30-$50,none
American,Excellent Service,Open for Breakfast,$30-$50,Californian
Italian,Excellent Service,Weekend Brunch,$15-$30,Continental
American,Fair Decor,Weekend Lunch,below $15,Traditional
French,Great for People Watching,Dining Outdoors,$15-$30,Steakhouses
French,Great for People Watching,Weekend Brunch,$30-$50,Brasserie
Italian,Good Service,Dining Outdoors,$15-$30,Californian
American,Fair Decor,Short Drive,below $15,Carry in Wine and Beer
American,Good Food,Delivery Available,$15-$30,Power Brokers
American,Extraordinary Service,Picnics,$30-$50,Power Brokers
Italian,Parking/Valet,After Hours Dining,$15-$30,Cab
American,Pub Feel,Private Rooms Available,$30-$50,none
American,Good Decor,Weekend Dining,below $15,Coffee Houses
Indian,Good Service,Weekend Lunch,$15-$30,none
French,Near-perfect Service,Entertainment,$30-$50,Eclectic
American,Creative,Weekend Brunch,$15-$30,none
American,Warm spots by the fire,Private Parties,$15-$30,Southern Comfort
Mexican,Good for Younger Kids,Takeout Available,$15-$30,none
American,Excellent Food,Dining Outdoors,$15-$30,Southern Comfort
Italian,Good Service,Special Brunch Menu,$15-$30,none
American,Classic Hotel Dining,Weekend Dining,$30-$50,Grills
French,Excellent Service,Open for Breakfast,$15-$30,Continental
American,Need To Dress,Open for Breakfast,$30-$50,High Tea
Italian,Extraordinary Decor,Pre-theater Dining,$30-$50,Cab
American,Good Food,Private Rooms Available,$30-$50,Continental
Italian,Authentic,Prix Fixe Menus,$15-$30,none
American,Wheelchair Access,Happy Hour,$30-$50,Power Brokers
American,An Out Of The Way Find,Private Rooms Available,$15-$30,Eclectic
American,Good Out of Town Business,Great Place to Meet for a Drink,$30-$50,Cab
American,Good Service,Private Rooms Available,$15-$30,Grills
American,An Out Of The Way Find,none,$30-$50,none
American,For the Young and Young at Heart,Weekend Dining,below $15,Deli
French,Extraordinary Service,Pre-theater Dining,$30-$50,High Tea
American,Extraordinary Decor,Entertainment,$15-$30,Power Brokers
Italian,Pub Feel,Special Brunch Menu,$15-$30,Hamburgers
American,Hip Place To Be,Fine for Dining Alone,below $15,Coffee Shops
Italian,For the Young and Young at Heart,Weekend Brunch,$15-$30,Pizzerias
American,Business Scene,Special Brunch Menu,$30-$50,none
Mexican,For the Young and Young at Heart,Short Drive,below $15,none
American,Fair Service,Weekend Dining,$15-$30,none
French,Classic Hotel Dining,Weekend Brunch,$30-$50,Californian
American,Pub Feel,Special Brunch Menu,$15-$30,Continental
American,Romantic,Entertainment,$30-$50,Californian
French,Fabulous Views,Weekend Dining,$30-$50,Power Brokers
American,Excellent Food,Weekend Dining,below $15,Coffee Shops
American,Hip Place To Be,Weekend Lunch,below $15,Southern
Italian,Up and Coming,Late Night Menu,$15-$30,Steakhouses
American,People Keep Coming Back,Weekend Brunch,$15-$30,Hamburgers
American,Relaxed Senior Scene,Weekend Brunch,below $15,Diners
French,Quiet for Conversation,Prix Fixe Menus,$30-$50,High Tea
American,No Reservations,Long Drive,below $15,none
American,Little Known But Well Liked,Special Brunch Menu,$15-$30,none
Mexican,Excellent Decor,Catering for Special Events,$15-$30,Southwestern
Italian,Excellent Service,Long Drive,$15-$30,none
American,Need To Dress,Catering for Special Events,$15-$30,none
American,Good Service,Private Parties,$15-$30,Cab
Mexican,Parking/Valet,After Hours Dining,$15-$30,Traditional
American,Hip Place To Be,Weekend Dining,$30-$50,Power Brokers
French,An Historic Spot,Fine for Dining Alone,$30-$50,Power Brokers
Mexican,Great for People Watching,Weekend Lunch,$15-$30,none
French,Good Out of Town Business,Walk,$30-$50,none
Italian,Creative,none,$30-$50,none
American,Good Service,none,below $15,Coffee Shops
French,Excellent Decor,Weekend Jazz Brunch,$15-$30,Brasserie
Italian,Good Food,Weekend Lunch,$15-$30,none
French,Focus on Dessert,Weekend Lunch,$30-$50,Californian
French,Near-perfect Food,Private Rooms Available,$30-$50,Eclectic
American,Excellent Food,Weekend Dining,$15-$30,Pastries
American,Focus on Dessert,Weekend Dining,$30-$50,Southern
American,Excellent Service,Catering for Special Events,below $15,Power Brokers
American,Classic Hotel Dining,none,$30-$50,Californian
American,Excellent Food,Dancing,$30-$50,Cab
American,Near-perfect Decor,Pre-theater Dining,$30-$50,Californian
American,Health Conscious Menus,Weekend Dining,$15-$30,Traditional
American,Good Service,Prix Fixe Menus,$15-$30,Continental
American,Good Service,Private Parties,below $15,Southern
Italian,Excellent Food,Private Rooms Available,$30-$50,Cab
Italian,Very Busy - Reservations a Must,Weekend Dining,$15-$30,none
American,No Reservations,Takeout Available,$15-$30,Power Brokers
American,Good Food,Weekend Dining,$15-$30,Hamburgers
French,Excellent Food,Weekend Dining,$15-$30,Continental
American,No Reservations,Delivery Available,below $15,High Tea
American,Health Conscious Menus,Fine for Dining Alone,below $15,none
American,Near-perfect Decor,Early Dining,$30-$50,Continental
Italian,Excellent Food,Late Night Menu,$15-$30,Cab
Italian,Extraordinary Food,Long Drive,$15-$30,none
Italian,Good Decor,Private Rooms Available,$15-$30,Eclectic
American,Great for People Watching,Dancing,$30-$50,Southern
American,Health Conscious Menus,Private Parties,$30-$50,Hamburgers
American,Excellent Food,Takeout Available,$15-$30,Carry in Wine and Beer
American,Good Out of Town Business,After Hours Dining,$15-$30,Grills
American,Good for Younger Kids,Late Night Menu,below $15,Hamburgers
Indian,Extraordinary Service,Weekend Lunch,$15-$30,none
American,Excellent Food,Entertainment,$30-$50,Continental
Italian,Good for Younger Kids,Open on Sundays,below $15,Pizza
American,Focus on Dessert,Private Parties,$30-$50,High Tea
Italian,Little Known But Well Liked,Private Rooms Available,$30-$50,none
French,Extraordinary Food,Private Parties,$30-$50,Power Brokers
Mexican,Wheelchair Access,Takeout Available,$15-$30,none
Italian,Up and Coming,Takeout Available,$15-$30,Pizza
American,Relaxed Senior Scene,Takeout Available,$15-$30,Hamburgers
Italian,Excellent Decor,Takeout Available,$15-$30,Pizza
Italian,Parking/Valet,Private Parties,$30-$50,Continental
American,Extraordinary Service,Private Parties,$30-$50,Traditional
American,Good Service,Takeout Available,below $15,Steakhouses
Italian,Good Out of Town Business,none,$15-$30,Cab
French,Good Out of Town Business,Special Brunch Menu,$30-$50,Power Brokers
American,Business Scene,Dancing,$15-$30,Californian
Italian,Very Busy - Reservations a Must,Private Rooms Available,$15-$30,Traditional
American,Relaxed Senior Scene,Delivery Available,$30-$50,none
American,No Reservations,Pre-theater Dining,$15-$30,none
American,Tourist Appeal,Late Night Menu,below $15,Diners
American,Near-perfect Decor,Private Parties,$30-$50,High Tea
Italian,Parking/Valet,Weekend Brunch,$15-$30,Cab
Italian,Fair Food,Entertainment,$30-$50,none
American,Good Decor,Dancing,$15-$30,Continental
Italian,For the Young and Young at Heart,Takeout Available,$15-$30,Traditional
American,Old World Cafe Charm,Entertainment,over $50,none
American,Pub Feel,Weekend Lunch,$15-$30,Traditional
American,No Reservations,Weekend Dining,$15-$30,Coffee Shops
Italian,Very Busy - Reservations a Must,Private Parties,$15-$30,Continental
American,Great for People Watching,Weekend Jazz Brunch,$30-$50,Power Brokers
American,Good for Younger Kids,Dining Outdoors,below $15,Cab
American,Place for Singles,After Hours Dining,below $15,Hamburgers
American,Excellent Decor,Pre-theater Dining,$15-$30,Continental
American,Great for People Watching,Private Parties,$30-$50,Traditional
American,Fabulous Views,Private Parties,$30-$50,Cab
Italian,Excellent Food,Takeout Available,below $15,Coffee Houses
Italian,Extraordinary Decor,Dining Outdoors,$15-$30,Power Brokers
Italian,Excellent Service,Weekend Lunch,below $15,none
American,Singles Scene,After Hours Dining,below $15,Hamburgers
Italian,Wheelchair Access,Dining Outdoors,below $15,Coffee Houses
Mexican,Good Service,Private Parties,below $15,none
Italian,Near-perfect Decor,Prix Fixe Menus,$30-$50,Continental
American,Business Scene,Private Rooms Available,$30-$50,Southern
Italian,Parking/Valet,Weekend Brunch,below $15,none
American,Excellent Decor,none,$15-$30,Continental
Mexican,Good Food,Late Night Menu,$15-$30,none
American,Good Service,After Hours Dining,$15-$30,Grills
Mexican,Good Service,Dining Outdoors,$15-$30,Traditional
American,Warm spots by the fire,Weekend Lunch,$30-$50,none
American,Hip Place To Be,Private Parties,$30-$50,Power Brokers
American,Relaxed Senior Scene,Open on Mondays,below $15,none
French,Parking/Valet,Delivery Available,$15-$30,Steakhouses
Indian,Extraordinary Decor,Private Parties,$15-$30,none
Italian,Singles Scene,Weekend Brunch,$15-$30,Power Brokers
American,Place for Singles,Entertainment,$30-$50,Soulfood
American,Warm spots by the fire,Weekend Jazz Brunch,$15-$30,Hamburgers
American,Great for People Watching,Takeout Available,$15-$30,Cab
American,Focus on Dessert,Weekend Dining,$30-$50,none
American,Excellent Decor,Fine for Dining Alone,$30-$50,none
French,Extraordinary Decor,Late Night Menu,$30-$50,Power Brokers
American,Good Out of Town Business,Dining Outdoors,$30-$50,Continental
French,No Reservations,Delivery Available,$15-$30,none
American,No Smoking Allowed,Takeout Available,below $15,Power Brokers
French,Near-perfect Decor,Weekend Dining,$30-$50,Eclectic
Italian,Extraordinary Service,Great Place to Meet for a Drink,$30-$50,Power Brokers
Indian,Good Decor,Weekend Lunch,$15-$30,none
Mexican,Excellent Food,none,$15-$30,none
American,Excellent Decor,Fine for Dining Alone,$15-$30,Coffee Shops
American,Hip Place To Be,Takeout Available,below $15,Power Brokers
French,Extraordinary Food,Weekend Dining,over $50,Californian
French,Excellent Food,Takeout Available,$30-$50,High Tea
Italian,Extraordinary Service,Private Parties,$30-$50,Cab
American,Romantic,Special Brunch Menu,$30-$50,Continental
French,Wheelchair Access,Pre-theater Dining,over $50,none
Indian,Excellent Service,Weekend Brunch,$15-$30,none
American,Business Scene,Pre-theater Dining,$30-$50,Cab
American,Excellent Decor,Open on Sundays,$15-$30,Coffee Shops
American,Near-perfect Service,Dining Outdoors,over $50,Power Brokers
Italian,Excellent Service,Dancing,$30-$50,Continental
French,Warm spots by the fire,Dining Outdoors,$30-$50,High Tea
American,Creative,Catering for Special Events,$30-$50,none
Italian,Up and Coming,Open for Breakfast,$30-$50,none
Mexican,Authentic,Takeout Available,$30-$50,none
American,Pub Feel,Weekend Dining,$30-$50,Grills
American,Extraordinary Decor,Late Night Menu,$15-$30,Continental
American,Up and Coming,none,$15-$30,none
American,Good for Younger Kids,Dining Outdoors,$15-$30,Pastries
Italian,Parking/Valet,Entertainment,$15-$30,Pizza
American,Wheelchair Access,Private Rooms Available,over $50,Power Brokers
American,Fair Decor,Weekend Lunch,below $15,Southern
American,Good for Younger Kids,Entertainment,$15-$30,Eclectic
Mexican,Excellent Service,Entertainment,$30-$50,none
Mexican,Creative,Dining Outdoors,below $15,Southwestern
Italian,Warm spots by the fire,Weekend Jazz Brunch,$15-$30,Californian
American,Relaxed Senior Scene,Weekend Dining,$15-$30,Southern
Mexican,Excellent Decor,Weekend Dining,below $15,none
American,Good Decor,Late Night Menu,$30-$50,none
American,Hip Place To Be,Dining Outdoors,below $15,Power Brokers
American,Parking/Valet,See the Game,$15-$30,Cab
Italian,Excellent Food,Weekend Brunch,below $15,Pizza
Italian,Good Out of Town Business,Open on Mondays,$15-$30,none
American,Extraordinary Decor,Weekend Dining,$15-$30,Continental
American,Good Food,Late Night Menu,$15-$30,Southwestern
French,Creative,Weekend Brunch,$15-$30,none
Italian,Quiet for Conversation,Weekend Dining,$30-$50,none
French,Fair Food,Prix Fixe Menus,$15-$30,none
American,Excellent Food,Open for Breakfast,$15-$30,Diners
American,People Keep Coming Back,Private Parties,$15-$30,Grills
French,Warm spots by the fire,Late Night Menu,$30-$50,High Tea
American,Extraordinary Decor,Special Brunch Menu,$15-$30,Pastries
American,Hip Place To Be,Late Night Menu,$30-$50,Power Brokers
Italian,For the Young and Young at Heart,Private Rooms Available,below $15,none
Mexican,For the Young and Young at Heart,Private Parties,$15-$30,none
French,Good Service,Weekend Dining,$15-$30,Bakeries
French,Extraordinary Service,Private Parties,$30-$50,Traditional
American,Good Food,Delivery Available,$15-$30,Southwestern
French,Near-perfect Decor,Private Parties,$30-$50,Continental
French,Classic Hotel Dining,Entertainment,$15-$30,none
American,Extraordinary Food,Delivery Available,$30-$50,Traditional
American,Hip Place To Be,Private Rooms Available,below $15,Diners
Mexican,Hip Place To Be,Catering for Special Events,$15-$30,Southwestern
Italian,Good Out of Town Business,Dancing,$30-$50,Continental
American,Parking/Valet,Early Dining,$30-$50,Eclectic
American,Excellent Food,Private Parties,below $15,Continental
Italian,Quirky,Weekend Dining,$15-$30,Pizza
French,Place for Singles,Prix Fixe Menus,$30-$50,none
French,Extraordinary Decor,Parties and Occasions,$30-$50,Power Brokers
Italian,Romantic,Private Rooms Available,$30-$50,Steakhouses
Italian,Up and Coming,Takeout Available,$15-$30,none
American,Fabulous Wine Lists,Late Night Menu,$15-$30,Traditional
Italian,Creative,Prix Fixe Menus,$15-$30,Pizza
American,Romantic,Prix Fixe Menus,$30-$50,Traditional
American,Classic Hotel Dining,Delivery Available,$15-$30,Eclectic
American,Need To Dress,Open on Mondays,$30-$50,none
Italian,Good Decor,After Hours Dining,$15-$30,Eclectic
French,Classic Hotel Dining,Private Parties,$30-$50,Continental
French,Excellent Decor,Catering for Special Events,below $15,High Tea
Italian,Classic Hotel Dining,Pre-theater Dining,$15-$30,Cab
French,Need To Dress,Weekend Dining,over $50,Californian
Indian,On the Beach,Weekend Brunch,$15-$30,Californian
Italian,Good Food,Long Drive,below $15,none
