cuisine,atmosphere,occasion,price,style
Mexican,Excellent Decor,Private Parties,$15-$30,none
Mexican,Excellent Decor,Open on Sundays,$15-$30,none
Mexican,Excellent Decor,Dancing,$15-$30,none
Mexican,Excellent Decor,Entertainment,$15-$30,none
Mexican,Excellent Decor,Open on Mondays,$15-$30,none
Mexican,Extraordinary Food,Private Parties,$15-$30,none
Mexican,Extraordinary Food,Open on Sundays,$15-$30,none
Mexican,Extraordinary Food,Dancing,$15-$30,none
Mexican,Extraordinary Food,Entertainment,$15-$30,none
Mexican,Extraordinary Food,Open on Mondays,$15-$30,none
Mexican,Excellent Service,Private Parties,$15-$30,none
Mexican,Excellent Service,Open on Sundays,$15-$30,none
Mexican,Excellent Service,Dancing,$15-$30,none
Mexican,Excellent Service,Entertainment,$15-$30,none
Mexican,Excellent Service,Open on Mondays,$15-$30,none
Mexican,Wheelchair Access,Private Parties,$15-$30,none
Mexican,Wheelchair Access,Open on Sundays,$15-$30,none
Mexican,Wheelchair Access,Dancing,$15-$30,none
Mexican,Wheelchair Access,Entertainment,$15-$30,none
Mexican,Wheelchair Access,Open on Mondays,$15-$30,none
Mexican,No Reservations,Private Parties,$15-$30,none
Mexican,No Reservations,Open on Sundays,$15-$30,none
Mexican,No Reservations,Dancing,$15-$30,none
Mexican,No Reservations,Entertainment,$15-$30,none
Mexican,No Reservations,Open on Mondays,$15-$30,none
Mexican,No Reservations,Margaritas,below $15,none
Mexican,No Reservations,Open on Sundays,below $15,none
Mexican,No Reservations,Takeout Available,below $15,none
Mexican,No Reservations,Open on Mondays,below $15,none
Mexican,Good Decor,Margaritas,below $15,none
Mexican,Good Decor,Open on Sundays,below $15,none
Mexican,Good Decor,Takeout Available,below $15,none
Mexican,Good Decor,Open on Mondays,below $15,none
Mexican,Good Service,Margaritas,below $15,none
Mexican,Good Service,Open on Sundays,below $15,none
Mexican,Good Service,Takeout Available,below $15,none
Mexican,Good Service,Open on Mondays,below $15,none
Mexican,Credit cards are not accepted,Margaritas,below $15,none
Mexican,Credit cards are not accepted,Open on Sundays,below $15,none
Mexican,Credit cards are not accepted,Takeout Available,below $15,none
Mexican,Credit cards are not accepted,Open on Mondays,below $15,none
Mexican,For the Young and Young at Heart,Margaritas,below $15,none
Mexican,For the Young and Young at Heart,Open on Sundays,below $15,none
Mexican,For the Young and Young at Heart,Takeout Available,below $15,none
Mexican,For the Young and Young at Heart,Open on Mondays,below $15,none
Mexican,Good Food,Margaritas,below $15,none
Mexican,Good Food,Open on Sundays,below $15,none
Mexican,Good Food,Takeout Available,below $15,none
Mexican,Good Food,Open on Mondays,below $15,none
Mexican,Wheelchair Access,Margaritas,below $15,none
Mexican,Wheelchair Access,Open on Sundays,below $15,none
Mexican,Wheelchair Access,Takeout Available,below $15,none
Mexican,Wheelchair Access,Open on Mondays,below $15,none
French,Romantic,Open on Sundays,$15-$30,none
French,Romantic,Special Brunch Menu,$15-$30,none
French,Romantic,Dining Outdoors,$15-$30,none
French,Romantic,Open on Mondays,$15-$30,none
French,Excellent Decor,Open on Sundays,$15-$30,none
French,Excellent Decor,Special Brunch Menu,$15-$30,none
French,Excellent Decor,Dining Outdoors,$15-$30,none
French,Excellent Decor,Open on Mondays,$15-$30,none
French,Excellent Food,Open on Sundays,$15-$30,none
French,Excellent Food,Special Brunch Menu,$15-$30,none
French,Excellent Food,Dining Outdoors,$15-$30,none
French,Excellent Food,Open on Mondays,$15-$30,none
French,Very Busy - Reservations a Must,Open on Sundays,$15-$30,none
French,Very Busy - Reservations a Must,Special Brunch Menu,$15-$30,none
French,Very Busy - Reservations a Must,Dining Outdoors,$15-$30,none
French,Very Busy - Reservations a Must,Open on Mondays,$15-$30,none
French,Up and Coming,Open on Sundays,$15-$30,none
French,Up and Coming,Special Brunch Menu,$15-$30,none
French,Up and Coming,Dining Outdoors,$15-$30,none
French,Up and Coming,Open on Mondays,$15-$30,none
French,Excellent Service,Open on Sundays,$15-$30,none
French,Excellent Service,Special Brunch Menu,$15-$30,none
French,Excellent Service,Dining Outdoors,$15-$30,none
French,Excellent Service,Open on Mondays,$15-$30,none
Italian,Extraordinary Decor,none,$15-$30,none
Italian,Extraordinary Food,none,$15-$30,none
Italian,Excellent Service,none,$15-$30,none
Italian,No Reservations,Private Parties,$15-$30,none
Italian,No Reservations,Open on Sundays,$15-$30,none
Italian,No Reservations,Takeout Available,$15-$30,none
Italian,No Reservations,Open on Mondays,$15-$30,none
Italian,Excellent Food,Private Parties,$15-$30,none
Italian,Excellent Food,Open on Sundays,$15-$30,none
Italian,Excellent Food,Takeout Available,$15-$30,none
Italian,Excellent Food,Open on Mondays,$15-$30,none
Italian,For the Young and Young at Heart,Private Parties,$15-$30,none
Italian,For the Young and Young at Heart,Open on Sundays,$15-$30,none
Italian,For the Young and Young at Heart,Takeout Available,$15-$30,none
Italian,For the Young and Young at Heart,Open on Mondays,$15-$30,none
Italian,Fair Decor,Private Parties,$15-$30,none
Italian,Fair Decor,Open on Sundays,$15-$30,none
Italian,Fair Decor,Takeout Available,$15-$30,none
Italian,Fair Decor,Open on Mondays,$15-$30,none
Italian,Wheelchair Access,Private Parties,$15-$30,none
Italian,Wheelchair Access,Open on Sundays,$15-$30,none
Italian,Wheelchair Access,Takeout Available,$15-$30,none
Italian,Wheelchair Access,Open on Mondays,$15-$30,none
Italian,Excellent Service,Private Parties,$15-$30,none
Italian,Excellent Service,Open on Sundays,$15-$30,none
Italian,Excellent Service,Takeout Available,$15-$30,none
Italian,Excellent Service,Open on Mondays,$15-$30,none
American,Good Service,none,$15-$30,none
American,Good Food,none,$15-$30,none
American,Good Decor,none,$15-$30,none
American,Excellent Decor,Open on Sundays,below $15,none
American,Excellent Decor,Takeout Available,below $15,none
American,Excellent Decor,Open on Mondays,below $15,none
American,Excellent Food,Open on Sundays,below $15,none
American,Excellent Food,Takeout Available,below $15,none
American,Excellent Food,Open on Mondays,below $15,none
American,For the Young and Young at Heart,Open on Sundays,below $15,none
American,For the Young and Young at Heart,Takeout Available,below $15,none
American,For the Young and Young at Heart,Open on Mondays,below $15,none
American,Wheelchair Access,Open on Sundays,below $15,none
American,Wheelchair Access,Takeout Available,below $15,none
American,Wheelchair Access,Open on Mondays,below $15,none
American,Good for Younger Kids,Open on Sundays,below $15,none
American,Good for Younger Kids,Takeout Available,below $15,none
American,Good for Younger Kids,Open on Mondays,below $15,none
American,Up and Coming,Open on Sundays,below $15,none
American,Up and Coming,Takeout Available,below $15,none
American,Up and Coming,Open on Mondays,below $15,none
American,Excellent Service,Open on Sundays,below $15,none
American,Excellent Service,Takeout Available,below $15,none
American,Excellent Service,Open on Mondays,below $15,none
Italian,No Reservations,Private Parties,$15-$30,none
Italian,No Reservations,Takeout Available,$15-$30,none
Italian,Excellent Decor,Private Parties,$15-$30,none
Italian,Excellent Decor,Takeout Available,$15-$30,none
Italian,Credit cards are not accepted,Private Parties,$15-$30,none
Italian,Credit cards are not accepted,Takeout Available,$15-$30,none
Italian,For the Young and Young at Heart,Private Parties,$15-$30,none
Italian,For the Young and Young at Heart,Takeout Available,$15-$30,none
Italian,Extraordinary Food,Private Parties,$15-$30,none
Italian,Extraordinary Food,Takeout Available,$15-$30,none
Italian,Wheelchair Access,Private Parties,$15-$30,none
Italian,Wheelchair Access,Takeout Available,$15-$30,none
Italian,Excellent Service,Private Parties,$15-$30,none
Italian,Excellent Service,Takeout Available,$15-$30,none
American,No Reservations,Open on Sundays,$15-$30,Traditional
American,No Reservations,Takeout Available,$15-$30,Traditional
American,No Reservations,Special Brunch Menu,$15-$30,Traditional
American,No Reservations,Dancing,$15-$30,Traditional
American,No Reservations,Open on Mondays,$15-$30,Traditional
American,No Reservations,Weekend Jazz Brunch,$15-$30,Traditional
American,No Reservations,Private Rooms Available,$15-$30,Traditional
American,Excellent Decor,Open on Sundays,$15-$30,Traditional
American,Excellent Decor,Takeout Available,$15-$30,Traditional
American,Excellent Decor,Special Brunch Menu,$15-$30,Traditional
American,Excellent Decor,Dancing,$15-$30,Traditional
American,Excellent Decor,Open on Mondays,$15-$30,Traditional
American,Excellent Decor,Weekend Jazz Brunch,$15-$30,Traditional
American,Excellent Decor,Private Rooms Available,$15-$30,Traditional
American,For the Young and Young at Heart,Open on Sundays,$15-$30,Traditional
American,For the Young and Young at Heart,Takeout Available,$15-$30,Traditional
American,For the Young and Young at Heart,Special Brunch Menu,$15-$30,Traditional
American,For the Young and Young at Heart,Dancing,$15-$30,Traditional
American,For the Young and Young at Heart,Open on Mondays,$15-$30,Traditional
American,For the Young and Young at Heart,Weekend Jazz Brunch,$15-$30,Traditional
American,For the Young and Young at Heart,Private Rooms Available,$15-$30,Traditional
American,Good Food,Open on Sundays,$15-$30,Traditional
American,Good Food,Takeout Available,$15-$30,Traditional
American,Good Food,Special Brunch Menu,$15-$30,Traditional
American,Good Food,Dancing,$15-$30,Traditional
American,Good Food,Open on Mondays,$15-$30,Traditional
American,Good Food,Weekend Jazz Brunch,$15-$30,Traditional
American,Good Food,Private Rooms Available,$15-$30,Traditional
American,Wheelchair Access,Open on Sundays,$15-$30,Traditional
American,Wheelchair Access,Takeout Available,$15-$30,Traditional
American,Wheelchair Access,Special Brunch Menu,$15-$30,Traditional
American,Wheelchair Access,Dancing,$15-$30,Traditional
American,Wheelchair Access,Open on Mondays,$15-$30,Traditional
American,Wheelchair Access,Weekend Jazz Brunch,$15-$30,Traditional
American,Wheelchair Access,Private Rooms Available,$15-$30,Traditional
American,Excellent Service,Open on Sundays,$15-$30,Traditional
American,Excellent Service,Takeout Available,$15-$30,Traditional
American,Excellent Service,Special Brunch Menu,$15-$30,Traditional
American,Excellent Service,Dancing,$15-$30,Traditional
American,Excellent Service,Open on Mondays,$15-$30,Traditional
American,Excellent Service,Weekend Jazz Brunch,$15-$30,Traditional
American,Excellent Service,Private Rooms Available,$15-$30,Traditional
American,Up and Coming,Private Parties,$15-$30,none
American,Up and Coming,Open on Sundays,$15-$30,none
American,Up and Coming,Special Brunch Menu,$15-$30,none
American,Up and Coming,Open on Mondays,$15-$30,none
American,Excellent Decor,Private Parties,$15-$30,none
American,Excellent Decor,Open on Sundays,$15-$30,none
American,Excellent Decor,Special Brunch Menu,$15-$30,none
American,Excellent Decor,Open on Mondays,$15-$30,none
American,Good Food,Private Parties,$15-$30,none
American,Good Food,Open on Sundays,$15-$30,none
American,Good Food,Special Brunch Menu,$15-$30,none
American,Good Food,Open on Mondays,$15-$30,none
American,Wheelchair Access,Private Parties,$15-$30,none
American,Wheelchair Access,Open on Sundays,$15-$30,none
American,Wheelchair Access,Special Brunch Menu,$15-$30,none
American,Wheelchair Access,Open on Mondays,$15-$30,none
American,Excellent Service,Private Parties,$15-$30,none
American,Excellent Service,Open on Sundays,$15-$30,none
American,Excellent Service,Special Brunch Menu,$15-$30,none
American,Excellent Service,Open on Mondays,$15-$30,none
Italian,Good Service,none,$15-$30,none
Italian,Good Food,none,$15-$30,none
Italian,Good Decor,none,$15-$30,none
American,Good Decor,Late Night Menu,$15-$30,none
American,Good Decor,Private Rooms Available,$15-$30,none
American,Good Decor,Open on Sundays,$15-$30,none
American,Good Decor,Takeout Available,$15-$30,none
American,Good Decor,Open on Mondays,$15-$30,none
American,No Reservations,Late Night Menu,$15-$30,none
American,No Reservations,Private Rooms Available,$15-$30,none
American,No Reservations,Open on Sundays,$15-$30,none
American,No Reservations,Takeout Available,$15-$30,none
American,No Reservations,Open on Mondays,$15-$30,none
American,Excellent Food,Late Night Menu,$15-$30,none
American,Excellent Food,Private Rooms Available,$15-$30,none
American,Excellent Food,Open on Sundays,$15-$30,none
American,Excellent Food,Takeout Available,$15-$30,none
American,Excellent Food,Open on Mondays,$15-$30,none
American,For the Young and Young at Heart,Late Night Menu,$15-$30,none
American,For the Young and Young at Heart,Private Rooms Available,$15-$30,none
American,For the Young and Young at Heart,Open on Sundays,$15-$30,none
American,For the Young and Young at Heart,Takeout Available,$15-$30,none
American,For the Young and Young at Heart,Open on Mondays,$15-$30,none
American,Wheelchair Access,Late Night Menu,$15-$30,none
American,Wheelchair Access,Private Rooms Available,$15-$30,none
American,Wheelchair Access,Open on Sundays,$15-$30,none
American,Wheelchair Access,Takeout Available,$15-$30,none
American,Wheelchair Access,Open on Mondays,$15-$30,none
American,Excellent Service,Late Night Menu,$15-$30,none
American,Excellent Service,Private Rooms Available,$15-$30,none
American,Excellent Service,Open on Sundays,$15-$30,none
American,Excellent Service,Takeout Available,$15-$30,none
American,Excellent Service,Open on Mondays,$15-$30,none
American,Good Service,none,$15-$30,none
American,Good Food,none,$15-$30,none
American,Good Decor,none,$15-$30,none
American,For the Young and Young at Heart,Open on Sundays,below $15,Cab
American,For the Young and Young at Heart,Open on Mondays,below $15,Cab
American,Good Service,Open on Sundays,below $15,Cab
American,Good Service,Open on Mondays,below $15,Cab
American,Hip Place To Be,Open on Sundays,below $15,Cab
American,Hip Place To Be,Open on Mondays,below $15,Cab
American,Good Food,Open on Sundays,below $15,Cab
American,Good Food,Open on Mondays,below $15,Cab
American,Excellent Decor,Open on Sundays,below $15,Cab
American,Excellent Decor,Open on Mondays,below $15,Cab
Italian,Up and Coming,Private Parties,$15-$30,none
